5	0	5.03588e-09	4.50053e-11	2.73496e-06	-6.88498e-12	6.86006e-09	1.32531e-11	6.68797e-09	6.08591e-11	3.40057e-06	-7.84225e-12	9.7497e-09	1.24196e-11	5.4691e-08	8.80537e-08	7.75801e-05	-2.03931e-08	9.41329e-08	1.85601e-07	5.4691e-08	8.80537e-08	7.75801e-05	-2.03931e-08	9.41329e-08	1.85601e-07	0.000168767	4.45061e-05	1.37365e-05	-1.95762e-06	8.90846e-06	2.29574e-06	9.47463e-05	2.91621e-05	5.32783e-06	-1.01021e-06	3.59637e-06	1.12534e-06
5	1	3.74258e-07	6.43109e-09	7.58976e-05	-2.64998e-09	5.33865e-07	4.14924e-09	4.02597e-08	4.08598e-10	5.78195e-05	3.87203e-10	1.41829e-07	5.1115e-11	6.93737e-16	3.46147e-14	0.00430112	-4.39491e-18	-4.81639e-15	-2.07563e-12	6.93737e-16	3.46147e-14	0.00430112	-4.39491e-18	-4.81639e-15	-2.07563e-12	0.000568564	0.000140484	3.59047e-05	3.73549e-06	2.08468e-05	-5.43138e-06	0.000264542	9.48548e-05	1.83028e-05	1.9999e-06	9.25246e-06	-3.37297e-06
6	0	1.48662e-08	1.92605e-10	4.67479e-06	-4.18575e-11	1.42368e-08	6.49794e-11	3.58124e-09	3.96965e-11	5.1605e-06	-7.75147e-12	8.18754e-09	1.83504e-11	6.67076e-08	1.45081e-07	0.000114397	-2.63768e-08	-1.00037e-07	-2.8874e-07	6.67076e-08	1.45081e-07	0.000114397	-2.63768e-08	-1.00037e-07	-2.8874e-07	0.000210694	3.80576e-05	7.22477e-06	1.15666e-06	-6.27653e-06	1.12066e-06	0.000176213	3.32409e-05	8.33234e-06	-1.16053e-06	6.50459e-06	1.22057e-06
6	1	7.59281e-19	1.04239e-20	6.38608e-06	-1.80607e-23	5.80825e-16	1.5573e-20	5.27084e-08	3.81212e-11	7.76406e-05	-1.21065e-13	1.38181e-07	4.20633e-13	8.16538e-07	3.34792e-06	0.00314243	-3.3784e-07	2.27313e-06	-3.92805e-06	8.16538e-07	3.34792e-06	0.00314243	-3.3784e-07	2.27313e-06	-3.92805e-06	0.00127946	0.000470999	5.31009e-05	-5.57112e-08	-1.93749e-05	-1.05221e-07	0.00038869	0.00017806	2.07675e-05	1.85092e-06	8.20585e-06	-3.88531e-06
7	0	4.54346e-09	4.01138e-11	3.679e-06	-1.38482e-11	-6.75424e-09	-2.80621e-11	1.28519e-08	9.28692e-11	5.97102e-06	-1.92324e-11	1.77661e-08	4.25195e-11	1.16162e-07	3.10263e-07	0.000112743	-4.59392e-08	1.35859e-07	5.0653e-07	1.16162e-07	3.10263e-07	0.000112743	-4.59392e-08	1.35859e-07	5.0653e-07	0.000150972	2.36921e-05	3.78149e-06	-4.92512e-07	-3.29002e-06	-5.16605e-07	8.30017e-05	2.87079e-05	1.89179e-06	-4.27229e-07	1.43164e-06	5.13125e-07
7	1	1.25875e-14	8.93349e-17	0.00156783	-4.80813e-17	1.51573e-10	5.66441e-13	1.41063e-06	7.13859e-08	0.00017471	2.33085e-08	1.24641e-06	-2.63232e-08	4.18062e-16	1.8315e-15	0.00175878	-1.69649e-16	5.72694e-14	1.72651e-13	4.18062e-16	1.8315e-15	0.00175878	-1.69649e-16	5.72694e-14	1.72651e-13	0.00593179	0.000170348	2.73261e-06	1.63921e-07	2.15314e-05	-1.20422e-08	0.00064717	0.00135362	3.33407e-05	1.46542e-05	1.408e-05	-2.16441e-05
8	0	3.61472e-09	5.04741e-11	3.53178e-06	-1.97504e-11	6.20658e-09	4.49928e-11	7.3337e-09	8.17932e-11	4.64357e-06	-2.49282e-11	1.06809e-08	6.88662e-11	3.19344e-08	7.58616e-08	8.64289e-05	-1.11882e-08	6.69145e-09	2.10758e-08	3.19344e-08	7.58616e-08	8.64289e-05	-1.11882e-08	6.69145e-09	2.10758e-08	9.70014e-05	3.48799e-05	2.56884e-06	-6.23828e-07	-2.02197e-06	-6.8698e-07	6.36651e-05	1.14097e-05	1.31502e-06	-2.03546e-07	1.103e-06	1.8754e-07
8	1	5.85032e-05	5.13735e-07	0.00217517	1.88997e-07	1.86808e-05	-3.38714e-07	9.57612e-12	1.62239e-13	0.000307939	7.97306e-14	2.49777e-09	-2.72855e-11	1.02141e-18	1.38661e-17	0.00101748	-3.48188e-19	-4.68812e-17	7.36904e-16	1.02141e-18	1.38661e-17	0.00101748	-3.48188e-19	-4.68812e-17	7.36904e-16	0.00402813	0.000500048	4.24134e-05	-3.99668e-06	5.09715e-05	1.0134e-06	0.00191879	0.000426683	0.000103878	-1.28094e-05	4.64151e-05	1.46682e-05
9	0	3.30738e-09	5.58081e-11	4.10933e-06	-2.33465e-11	4.96752e-09	4.92127e-11	1.09578e-08	1.90527e-10	6.96097e-06	-6.12568e-11	1.46323e-08	1.26833e-10	3.06501e-09	8.59298e-09	0.000111978	-1.10671e-09	1.91721e-08	7.32902e-08	3.06501e-09	8.59298e-09	0.000111978	-1.10671e-09	1.91721e-08	7.32902e-08	7.62303e-05	5.39526e-05	3.71792e-06	5.18677e-07	1.40223e-06	-9.77737e-07	1.47335e-05	4.92965e-05	1.51122e-06	-2.27878e-07	-3.72207e-07	-7.56658e-07
9	1	3.48417e-05	2.78146e-07	0.00124585	-1.44881e-07	1.87519e-05	1.00012e-07	8.33912e-24	8.51524e-27	0.000107065	-1.45243e-29	2.72427e-18	9.10486e-24	0.000667412	0.00243246	0.0178856	0.00019868	0.000227973	-0.00119445	0.000667412	0.00243246	0.0178856	0.00019868	0.000227973	-0.00119445	0.014809	0	0.000419574	0	-4.28315e-08	0	0.00384908	0.00223414	0.00010207	-1.5295e-07	-9.34295e-05	-1.52138e-07
